ire,negative
molto,positive
mar,negative
pro,positive
ano,negative
dire,negative
ben,positive
oro,positive
din,negative
cons,negative
ama,positive
agio,positive
grand,positive
ira,negative
atto,positive
primo,positive
vero,positive
tempo,negative
grande,positive
bene,positive
ascia,negative
tendere,negative
sin,negative
portare,positive
sentire,negative
amare,positive
dim,negative
lasciare,negative
cura,positive
abile,positive
die,negative
bello,positive
natura,negative
piacere,positive
puro,positive
nuovo,positive
fatto,negative
passare,negative
minare,negative
segnare,negative
fan,positive
modo,positive
buono,positive
pari,negative
opera,positive
solo,negative
perso,negative
colare,negative
cedere,positive
curare,positive
troppo,negative
proprio,positive
oggetto,negative
leva,positive
felice,positive
terra,negative
chiamare,positive
cadere,negative
gola,negative
nero,negative
manca,negative
grazia,positive
forzare,negative
utile,positive
meritare,positive
piega,negative
super,positive
ferire,negative
pan,negative
male,negative
caso,negative
lungo,negative
condurre,positive
pieno,negative
perde,negative
lame,negative
picco,positive
piccolo,negative
basta,positive
simile,positive
ordine,positive
meglio,positive
porto,negative
onore,positive
teso,negative
amore,positive
gel,negative
trio,negative
cara,positive
perdere,negative
comune,negative
morto,negative
vile,negative
pale,negative
fondere,negative
caro,positive
giusto,positive
bastare,positive
necessario,negative
riuscire,positive
