disponibile,positive
confusione,negative
pietoso,negative
brillantemente,positive
brillante,positive
violenza,negative
placare,positive
confortare,positive
gradevole,positive
corteggiare,positive
devastazione,negative
solido,positive
tenerezza,negative
deterioramento,negative
ostacolo,negative
impedire,negative
segreto,negative
abbastanza,positive
indeciso,negative
eterno,positive
modesto,positive
gradimento,positive
rafforzare,positive
disperazione,negative
salutare,positive
preoccupare,negative
casto,positive
offeso,negative
assalire,negative
romantico,positive
accusare,negative
dispetto,negative
diminuire,negative
vivace,positive
vittoria,positive
interessato,negative
tormentare,negative
scandaloso,negative
abusivamente,negative
seminare,negative
consegnare,negative
gemma,positive
infliggere,negative
lecito,positive
veleno,negative
giacere,negative
idol,positive
legittimo,positive
dedicare,negative
minacciare,negative
degenere,negative
lesa,negative
delicatezza,positive
irritare,negative
tenacemente,negative
delizia,positive
scaramuccia,negative
prevenire,negative
appassionato,positive
estinguere,negative
imporre,negative
vuoto,negative
erudito,positive
infedele,negative
risparmio,positive
tragedia,negative
successo,positive
arricchire,positive
divertimento,positive
morti,negative
fastidioso,negative
confidenza,positive
schiavo,negative
accontentare,positive
condannare,negative
redimere,positive
robusto,positive
seguace,negative
ferito,negative
brevità,negative
rabbia,negative
porzione,positive
intelligence,positive
rotto,negative
coraggioso,positive
preoccupazione,negative
pregiudizio,negative
peccare,negative
furioso,negative
guida,positive
caritatevole,positive
quieto,positive
vanità,negative
debiti,negative
dubitare,negative
premiare,positive
elegante,positive
insormontabile,negative
malleabile,positive
contagioso,negative
