trabajo,positive
sumamente,negative
particularmente,negative
tallar,positive
embestir,negative
fallo,negative
ofertar,positive
preocupación,negative
exceso,negative
elogiar,positive
brillar,positive
piedra,negative
visible,positive
inhumano,negative
ordenanza,positive
frustrar,negative
festejar,positive
debilidad,negative
daño,negative
ansia,positive
hipocresía,negative
satirizar,negative
ridiculizar,negative
tierno,positive
milagro,positive
luto,negative
pensativo,positive
incesantemente,negative
triunfo,positive
gratis,positive
pródigo,positive
favorable,positive
abundante,positive
profundo,positive
supersticioso,negative
vehemente,negative
entretener,positive
preferir,positive
inculcar,negative
despedir,negative
claridad,positive
absolutamente,negative
delicadeza,positive
habilidad,positive
elocuencia,positive
demandar,negative
gravedad,negative
merced,positive
glorioso,positive
seguramente,positive
perezoso,negative
servidumbre,negative
amistad,positive
flaco,negative
purificar,positive
estirar,positive
honradez,positive
funesto,negative
argumento,negative
corriente,negative
expresivo,positive
rencor,negative
desarmar,negative
inconcebible,negative
belicoso,negative
revocar,negative
trascendental,positive
simplificar,positive
gratificación,positive
envenenar,negative
encarcelar,negative
alboroto,negative
temeroso,negative
lúgubre,negative
ilícito,negative
obstruir,negative
animosidad,negative
bebida,negative
ocioso,negative
insensible,negative
alegar,negative
inconveniente,negative
cogida,negative
terriblemente,negative
apreciable,positive
sospechar,negative
extravagancia,negative
moderar,negative
preferible,positive
austero,negative
sacrificar,negative
lazo,negative
revivir,positive
ahorcar,negative
dominar,positive
impar,negative
advertencia,negative
ídolo,positive
ayuno,positive
resistencia,negative
